"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9NGN7EB5","conferencePaper","2018","Xue, Hongfa; Venkataramani, Guru; Lan, Tian","Clone-Hunter: Accelerated Bound Checks Elimination via Binary Code Clone Detection","Proceedings of the 2nd ACM SIGPLAN International Workshop on Machine Learning and Programming Languages","978-1-4503-5834-7","","10.1145/3211346.3211347","https://doi.org/10.1145/3211346.3211347","Unsafe pointer usage and illegitimate memory accesses are prevalent bugs in software. To ensure memory safety, conditions for array bound checks are inserted into the code to detect out-of-bound memory accesses. Unfortunately, these bound checks contribute to high runtime overheads, and therefore, redundant array bound checks should be removed to improve application performance. In this paper, we propose Clone-Hunter, a practical and scalable framework for redundant bound check elimination in binary executables. Clone-Hunter first uses binary code clone detection, and then employs bound safety verification mechanism (using binary symbolic execution) to ensure sound removal of redundant bound checks. Our results show the Clone-Hunter can swiftly identify redundant bound checks about 90× faster than pure binary symbolic execution, while ensuring zero false positives.","2018","2022-10-16 23:12:58","2022-10-16 23:12:58","","11–19","","","","","","","MAPL 2018","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Philadelphia, PA, USA","","","","Array bound checks; Binary analysis; Machine learning; Memory safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAZ7U9UX","conferencePaper","2019","Elkhail, Abdulrahman Abu; Svacina, Jan; Cerny, Tomas","Intelligent Token-Based Code Clone Detection System for Large Scale Source Code","Proceedings of the Conference on Research in Adaptive and Convergent Systems","978-1-4503-6843-8","","10.1145/3338840.3355654","https://doi.org/10.1145/3338840.3355654","A code clone refers to code fragments in the source code that are identical or similar to each other. Code clones lead difficulties in software maintenance, bug fixing, present poor design and increase the system size. Code clone detection techniques and tools have been proposed by many researchers, however, there is a lack of clone detection techniques especially for large scale repositories. In this paper, we present a token-based clone detector called Intelligent Clone Detection Tool (ICDT) that can detect both exact and near-miss clones from large repositories using a standard workstation environment. In order to evaluate the scalability and the efficiency of ICDT, we use the most recent benchmark which is a big benchmark of real clones, BigCloneBench. In addition, we compare ICDT to four publicly available and state-of-the-art tools.","2019","2022-10-16 23:12:58","2022-10-16 23:12:58","","256–260","","","","","","","RACS '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Chongqing, China","","","","clone detection; code clone; BigCloneBench; case study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FTUWLZA","conferencePaper","2019","Nafi, Kawser Wazed; Kar, Tonny Shekha; Roy, Banani; Roy, Chanchal K.; Schneider, Kevin A.","CLCDSA: Cross Language Code Clone Detection Using Syntactical Features and API Documentation","Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering","978-1-72812-508-4","","10.1109/ASE.2019.00099","https://doi.org/10.1109/ASE.2019.00099","Software clones are detrimental to software maintenance and evolution and as a result many clone detectors have been proposed. These tools target clone detection in software applications written in a single programming language. However, a software application may be written in different languages for different platforms to improve the application's platform compatibility and adoption by users of different platforms. Cross language clones (CLCs) introduce additional challenges when maintaining multi-platform applications and would likely go undetected using existing tools. In this paper, we propose CLCDSA, a cross language clone detector which can detect CLCs without extensive processing of the source code and without the need to generate an intermediate representation. The proposed CLCDSA model analyzes different syntactic features of source code across different programming languages to detect CLCs. To support large scale clone detection, the CLCDSA model uses an action filter based on cross language API call similarity to discard non-potential clones. The design methodology of CLCDSA is twofold: (a) it detects CLCs on the fly by comparing the similarity of features, and (b) it uses a deep neural network based feature vector learning model to learn the features and detect CLCs. Early evaluation of the model observed an average precision, recall and F-measure score of 0.55, 0.86, and 0.64 respectively for the first phase and 0.61, 0.93, and 0.71 respectively for the second phase which indicates that CLCDSA outperforms all available models in detecting cross language clones.","2019","2022-10-16 23:12:58","2022-10-16 23:12:58","","1026–1037","","","","","","","ASE '19","","","","IEEE Press","","","","","","","","","event-place: San Diego, California","","","","code clone; API documentation; source code syntax; Word2Vector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRF6UWP3","conferencePaper","2019","Dann, Andreas; Hermann, Ben; Bodden, Eric","SootDiff: Bytecode Comparison across Different Java Compilers","Proceedings of the 8th ACM SIGPLAN International Workshop on State Of the Art in Program Analysis","978-1-4503-6720-2","","10.1145/3315568.3329966","https://doi.org/10.1145/3315568.3329966","Different Java compilers and compiler versions, e.g., javac or ecj, produce different bytecode from the same source code. This makes it hard to trace if the bytecode of an open-source library really matches the provided source code. Moreover, it prevents one from detecting which open-source libraries have been re-compiled and rebundled into a single jar, which is a common way to distribute an application. Such rebundling is problematic because it prevents one to check if the jar file contains open-source libraries with known vulnerabilities. To cope with these problems, we propose the tool SootDiff that uses Soot's intermediate representation Jimple, in combination with code clone detection techniques, to reduce dissimilarities introduced by different compilers, and to identify clones. Our results show that SootDiff successfully identifies clones in 102 of 144 cases, whereas bytecode comparison succeeds in 58 cases only.","2019","2022-10-16 23:12:58","2022-10-16 23:12:58","","14–19","","","","","","","SOAP 2019","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Phoenix, AZ, USA","","","","Code Clone Detection; Intermediate Representation; Static Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2XVWTN7","journalArticle","2020","Wang, Wenhan; Li, Ge; Shen, Sijie; Xia, Xin; Jin, Zhi","Modular Tree Network for Source Code Representation Learning","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/3409331","https://doi.org/10.1145/3409331","Learning representation for source code is a foundation of many program analysis tasks. In recent years, neural networks have already shown success in this area, but most existing models did not make full use of the unique structural information of programs. Although abstract syntax tree (AST)-based neural models can handle the tree structure in the source code, they cannot capture the richness of different types of substructure in programs. In this article, we propose a modular tree network that dynamically composes different neural network units into tree structures based on the input AST. Different from previous tree-structural neural network models, a modular tree network can capture the semantic differences between types of AST substructures. We evaluate our model on two tasks: program classification and code clone detection. Our model achieves the best performance compared with state-of-the-art approaches in both tasks, showing the advantage of leveraging more elaborate structure information of the source code.","2020-09","2022-10-16 23:12:58","2022-10-16 23:12:58","","","","4","29","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","code clone detection; neural networks; Deep learning; program classification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9D7NNDH","conferencePaper","2019","Zhang, Jian; Wang, Xu; Zhang, Hongyu; Sun, Hailong; Wang, Kaixuan; Liu, Xudong","A Novel Neural Source Code Representation Based on Abstract Syntax Tree","Proceedings of the 41st International Conference on Software Engineering","","","10.1109/ICSE.2019.00086","https://doi.org/10.1109/ICSE.2019.00086","Exploiting machine learning techniques for analyzing programs has attracted much attention. One key problem is how to represent code fragments well for follow-up analysis. Traditional information retrieval based methods often treat programs as natural language texts, which could miss important semantic information of source code. Recently, state-of-the-art studies demonstrate that abstract syntax tree (AST) based neural models can better represent source code. However, the sizes of ASTs are usually large and the existing models are prone to the long-term dependency problem. In this paper, we propose a novel AST-based Neural Network (ASTNN) for source code representation. Unlike existing models that work on entire ASTs, ASTNN splits each large AST into a sequence of small statement trees, and encodes the statement trees to vectors by capturing the lexical and syntactical knowledge of statements. Based on the sequence of statement vectors, a bidirectional RNN model is used to leverage the naturalness of statements and finally produce the vector representation of a code fragment. We have applied our neural network based source code representation method to two common program comprehension tasks: source code classification and code clone detection. Experimental results on the two tasks indicate that our model is superior to state-of-the-art approaches.","2019","2022-10-16 23:12:58","2022-10-16 23:12:58","","783–794","","","","","","","ICSE '19","","","","IEEE Press","","","","","","","","","event-place: Montreal, Quebec, Canada","","","","code clone detection; abstract syntax tree; code classification; neural network; source code representation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6J2YFYA","conferencePaper","2020","Rost, Wolf","Mining of DSLs and Generator Templates from Reference Applications","Proceedings of the 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings","978-1-4503-8135-2","","10.1145/3417990.3419492","https://doi.org/10.1145/3417990.3419492","Domain-Specific Languages (DSLs) found application in different domains. The development of Model-Driven Development (MDD) components is facilitated by a wealth of frameworks like EMF, Xtext, and Xtend. However, the development of the necessary IDE components still can take up to several weeks or even months until it can be used in a production environment. The first step during the development of such an MDD infrastructure is to analyse a set of reference applications to deduce the DSL used by the domain experts and the templates used in the generator. The analysis requires technical expertise and is usually performed by MDD infrastructure developers, who have to adhere to a close communication with domain experts and are exposed to high cognitive load and time-consuming tasks.The objective of this PhD project is to reduce the initial effort during the creation of new MDD infrastructure facilities for either a new domain or newly discovered platforms within a known domain. This should be made possible by the (semi-)automatic analysis of multiple codebases using Code Clone Detection (CCD) tools in a defined process flow. Code clones represent schematically redundant and generic code fragments which were found in the provided codebase. In the process, the key steps include (i) choosing appropriate reference applications (ii) distinguishing the codebase by clustering the files, (iii) reviewing the quality of the clusters, (iv) analysing the cluster by tailored CCD, and (v) transforming of the code clones, depending on the code clone type, to extract a DSL and the corresponding generator templates.","2020","2022-10-16 23:12:58","2022-10-16 23:12:58","","","","","","","","","MODELS '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Virtual Event, Canada","","","","code clone detection; clustering and classification; information extraction; MDD component creation; model-driven software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5SA3L3D","conferencePaper","2017","Duan, Ruian; Bijlani, Ashish; Xu, Meng; Kim, Taesoo; Lee, Wenke","Identifying Open-Source License Violation and 1-Day Security Risk at Large Scale","Proceedings of the 2017 ACM SIGSAC Conference on Computer and Communications Security","978-1-4503-4946-8","","10.1145/3133956.3134048","https://doi.org/10.1145/3133956.3134048","With millions of apps available to users, the mobile app market is rapidly becoming very crowded. Given the intense competition, the time to market is a critical factor for the success and profitability of an app. In order to shorten the development cycle, developers often focus their efforts on the unique features and workflows of their apps and rely on third-party Open Source Software (OSS) for the common features. Unfortunately, despite their benefits, careless use of OSS can introduce significant legal and security risks, which if ignored can not only jeopardize security and privacy of end users, but can also cause app developers high financial loss. However, tracking OSS components, their versions, and interdependencies can be very tedious and error-prone, particularly if an OSS is imported with little to no knowledge of its provenance.We therefore propose OSSPolice, a scalable and fully-automated tool for mobile app developers to quickly analyze their apps and identify free software license violations as well as usage of known vulnerable versions of OSS. OSSPolice introduces a novel hierarchical indexing scheme to achieve both high scalability and accuracy, and is capable of efficiently comparing similarities of app binaries against a database of hundreds of thousands of OSS sources (billions of lines of code). We populated OSSPolice with 60K C/C++ and 77K Java OSS sources and analyzed 1.6M free Google Play Store apps. Our results show that 1) over 40K apps potentially violate GPL/AGPL licensing terms, and 2) over 100K of apps use known vulnerable versions of OSS. Further analysis shows that developers violate GPL/AGPL licensing terms due to lack of alternatives, and use vulnerable versions of OSS despite efforts from companies like Google to improve app security. OSSPolice is available on GitHub.","2017","2022-10-16 23:12:58","2022-10-16 23:12:58","","2169–2185","","","","","","","CCS '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Dallas, Texas, USA","","","","code clone detection; application security; license violation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3M2UPPX","journalArticle","2022","Yu, Hao; Hu, Xing; Li, Ge; Li, Ying; Wang, Qianxiang; Xie, Tao","Assessing and Improving an Evaluation Dataset for Detecting Semantic Code Clones via Deep Learning","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/3502852","https://doi.org/10.1145/3502852","In recent years, applying deep learning to detect semantic code clones has received substantial attention from the research community. Accordingly, various evaluation benchmark datasets, with the most popular one as BigCloneBench, are constructed and selected as benchmarks to assess and compare different deep learning models for detecting semantic clones. However, there is no study to investigate whether an evaluation benchmark dataset such as BigCloneBench is properly used to evaluate models for detecting semantic code clones. In this article, we present an experimental study to show that BigCloneBench typically includes semantic clone pairs that use the same identifier names, which however are not used in non-semantic-clone pairs. Subsequently, we propose an undesirable-by-design Linear-Model that considers only which identifiers appear in a code fragment; this model can achieve high effectiveness for detecting semantic clones when evaluated on BigCloneBench, even comparable to state-of-the-art deep learning models recently proposed for detecting semantic clones. To alleviate these issues, we abstract a subset of the identifier names (including type, variable, and method names) in BigCloneBench to result in AbsBigCloneBench and use AbsBigCloneBench to better assess the effectiveness of deep learning models on the task of detecting semantic clones.","2022-07","2022-10-16 23:12:58","2022-10-16 23:12:58","","","","4","31","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","deep learning; Code clone detection; dataset collection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBWCAAT2","conferencePaper","2020","Wu, Xiongfei; Qin, Liangyu; Yu, Bing; Xie, Xiaofei; Ma, Lei; Xue, Yinxing; Liu, Yang; Zhao, Jianjun","How Are Deep Learning Models Similar? An Empirical Study on Clone Analysis of Deep Learning Software","Proceedings of the 28th International Conference on Program Comprehension","978-1-4503-7958-8","","10.1145/3387904.3389254","https://doi.org/10.1145/3387904.3389254","Deep learning (DL) has been successfully applied to many cutting-edge applications, e.g., image processing, speech recognition, and natural language processing. As more and more DL software is made open-sourced, publicly available, and organized in model repositories and stores (Model Zoo, ModelDepot), there comes a need to understand the relationships of these DL models regarding their maintenance and evolution tasks. Although clone analysis has been extensively studied for traditional software, up to the present, clone analysis has not been investigated for DL software. Since DL software adopts the data-driven development paradigm, it is still not clear whether and to what extent the clone analysis techniques of traditional software could be adapted to DL software.In this paper, we initiate the first step on the clone analysis of DL software at three different levels, i.e., source code level, model structural level, and input/output (I/0)-semantic level, which would be a key in DL software management, maintenance and evolution. We intend to investigate the similarity between these DL models from clone analysis perspective. Several tools and metrics are selected to conduct clone analysis of DL software at three different levels. Our study on two popular datasets (i.e., MNIST and CIFAR-10) and eight DL models of five architectural families (i.e., LeNet, ResNet, DenseNet, AlexNet, and VGG) shows that: 1). the three levels of similarity analysis are generally adequate to find clones between DL models ranging from structural to semantic; 2). different measures for clone analysis used at each level yield similar results; 3) clone analysis of one single level may not render a complete picture of the similarity of DL models. Our findings open up several research opportunities worth further exploration towards better understanding and more effective clone analysis of DL software.","2020","2022-10-16 23:12:58","2022-10-16 23:12:58","","172–183","","","","","","","ICPC '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, Republic of Korea","","","","deep learning; Code clone detection; model similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HCLKFD7","conferencePaper","2019","Wang, Cong; Gao, Jian; Jiang, Yu; Xing, Zhenchang; Zhang, Huafeng; Yin, Weiliang; Gu, Ming; Sun, Jiaguang","Go-Clone: Graph-Embedding Based Clone Detector for Golang","Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis","978-1-4503-6224-5","","10.1145/3293882.3338996","https://doi.org/10.1145/3293882.3338996","Golang (short for Go programming language) is a fast and compiled language, which has been increasingly used in industry due to its excellent performance on concurrent programming. Golang redefines concurrent programming grammar, making it a challenge for traditional clone detection tools and techniques. However, there exist few tools for detecting duplicates or copy-paste related bugs in Golang. Therefore, an effective and efficient code clone detector on Golang is especially needed. In this paper, we present Go-Clone, a learning-based clone detector for Golang. Go-Clone contains two modules – the training module and the user interaction module. In the training module, firstly we parse Golang source code into llvm IR (Intermediate Representation). Secondly, we calculate LSFG (labeled semantic flow graph) for each program function automatically. Go-Clone trains a deep neural network model to encode LSFGs for similarity classification. In the user interaction module, users can choose one or more Golang projects. Go-Clone identifies and presents a list of function pairs, which are most likely clone code for user inspection. To evaluate Go-Clone's performance, we collect 6,110 commit versions from 48 Github projects to construct a Golang clone detection data set. Go-Clone can reach the value of AUC (Area Under Curve) and ACC (Accuracy) for 89.61% and 83.80% in clone detection. By testing several groups of unfamiliar data, we also demonstrates the generility of Go-Clone. The address of the abstract demo video: https://youtu.be/o5DogtYGbeo","2019","2022-10-16 23:12:58","2022-10-16 23:12:58","","374–377","","","","","","","ISSTA 2019","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Beijing, China","","","","code clone detection; code similarity; deep neural network; go programming language","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HABYMIKD","conferencePaper","2021","Liu, Chenyao; Lin, Zeqi; Lou, Jian-Guang; Wen, Lijie; Zhang, Dongmei","Can Neural Clone Detection Generalize to Unseen Functionalities?","Proceedings of the 36th IEEE/ACM International Conference on Automated Software Engineering","978-1-66540-337-5","","10.1109/ASE51524.2021.9678907","https://doi.org/10.1109/ASE51524.2021.9678907","Many recently proposed code clone detectors exploit neural networks to capture latent semantics of source code, thus achieving impressive results for detecting semantic clones. These neural clone detectors rely on the availability of large amounts of labeled training data. We identify a key oversight in the current evaluation methodology for neural clone detection: cross-functionality generalization (i.e., detecting semantic clones of which the functionalities are unseen in training). Specifically, we focus on this question: do neural clone detectors truly learn the ability to detect semantic clones, or they just learn how to model specific functionalities in training data while cannot generalize to realistic unseen functionalities? This paper investigates how the generalizability can be evaluated and improved.Our contributions are 3-folds: (1) We propose an evaluation methodology that can systematically measure the cross-functionality generalizability of neural clone detection. Based on this evaluation methodology, an empirical study is conducted and the results indicate that current neural clone detectors cannot generalize well as expected. (2) We conduct empirical analysis to understand key factors that can impact the generalizability. We investigate 3 factors: training data diversity, vocabulary, and locality. Results show that the performance loss on unseen functionalities can be reduced through addressing the out-of-vocabulary problem and increasing training data diversity. (3) We propose a human-in-the-loop mechanism that help adapt neural clone detectors to new code repositories containing lots of unseen functionalities. It improves annotation efficiency with the combination of transfer learning and active learning. Experimental results show that it reduces the amount of annotations by about 88%. Our code and data are publicly available1.","2021","2022-10-16 23:12:58","2022-10-16 23:12:58","","617–629","","","","","","","ASE '21","","","","IEEE Press","","","","","","","","","event-place: Melbourne, Australia","","","","code clone detection; neural network; evaluation methodology; generalization; human-in-the-loop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJA2FAEP","conferencePaper","2020","Mathew, George; Parnin, Chris; Stolee, Kathryn T","SLACC: Simion-Based Language Agnostic Code Clones","Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering","978-1-4503-7121-6","","10.1145/3377811.3380407","https://doi.org/10.1145/3377811.3380407","Successful cross-language clone detection could enable researchers and developers to create robust language migration tools, facilitate learning additional programming languages once one is mastered, and promote reuse of code snippets over a broader codebase. However, identifying cross-language clones presents special challenges to the clone detection problem. A lack of common underlying representation between arbitrary languages means detecting clones requires one of the following solutions: 1) a static analysis framework replicated across each targeted language with annotations matching language features across all languages, or 2) a dynamic analysis framework that detects clones based on runtime behavior.In this work, we demonstrate the feasibility of the latter solution, a dynamic analysis approach called SLACC for cross-language clone detection. Like prior clone detection techniques, we use input/output behavior to match clones, though we overcome limitations of prior work by amplifying the number of inputs and covering more data types; and as a result, achieve better clusters than prior attempts. Since clusters are generated based on input/output behavior, SLACC supports cross-language clone detection. As an added challenge, we target a static typed language, Java, and a dynamic typed language, Python. Compared to HitoshiIO, a recent clone detection tool for Java, SLACC retrieves 6 times as many clusters and has higher precision (86.7% vs. 30.7%).This is the first work to perform clone detection for dynamic typed languages (precision = 87.3%) and the first to perform clone detection across languages that lack a common underlying representation (precision = 94.1%). It provides a first step towards the larger goal of scalable language migration tools.","2020","2022-10-16 23:12:58","2022-10-16 23:12:58","","210–221","","","","","","","ICSE '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Seoul, South Korea","","","","cross-language analysis; semantic code clone detection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEN9X5PX","conferencePaper","2017","Krüger, Jacob; Nell, Louis; Fenske, Wolfram; Saake, Gunter; Leich, Thomas","Finding Lost Features in Cloned Systems","Proceedings of the 21st International Systems and Software Product Line Conference - Volume B","978-1-4503-5119-5","","10.1145/3109729.3109736","https://doi.org/10.1145/3109729.3109736","Copying and adapting a system, also known as clone-and-own, is a common reuse approach that requires little initial effort. However, the drawbacks of clones are increasing maintenance costs as bug fixes and updates must be propagated. To reduce these costs, migrating cloned legacy systems towards a software product line promises to enable systematic reuse and customization. For both, managing and migrating cloned systems, it remains a challenge to identify and map features in the systems. In this paper, we i) propose a semi-automatic process to identify and map features between legacy systems, ii) suggest a corresponding visualization approach, and iii) assess our process on a case study. The results indicate that our process is suitable to identify features and present commonalities and variability in cloned systems. Our process can be used to enable traceability, prepare refactorings, and extract software product lines.","2017","2022-10-16 23:12:58","2022-10-16 23:12:58","","65–72","","","","","","","SPLC '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Sevilla, Spain","","","","code clone detection; reverse engineering; extractive approach; feature location; legacy system; Software product line","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HQAI9X5","conferencePaper","2017","McAfee, Patrick; Mkaouer, Mohamed Wiem; Krutz, Daniel E.","CATE: Concolic Android Testing Using Java Pathfinder for Android Applications","Proceedings of the 4th International Conference on Mobile Software Engineering and Systems","978-1-5386-2669-6","","10.1109/MOBILESoft.2017.35","https://doi.org/10.1109/MOBILESoft.2017.35","Like all software systems, Android applications are not immune to bugs, security vulnerabilities, and a wide range of other runtime errors. Concolic analysis, a hybrid software verification technique which performs symbolic execution along with a concrete execution path, has been used for a variety of purposes including software testing, code clone detection, and security-related activities. We created a new publicly available concolic analysis tool for analyzing Android applications: Concolic Android TEster (CATE). Building on Java Path Finder (JPF-SPF), this tool performs concolic analysis on a raw Android application file (or source code) and provides output in a useful and easy to understand format.","2017","2022-10-16 23:12:58","2022-10-16 23:12:58","","213–214","","","","","","","MOBILESoft '17","","","","IEEE Press","","","","","","","","","event-place: Buenos Aires, Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK49M7NK","journalArticle","2022","Lin, Zehao; Li, Guodun; Zhang, Jingfeng; Deng, Yue; Zeng, Xiangji; Zhang, Yin; Wan, Yao","XCode: Towards Cross-Language Code Representation with Large-Scale Pre-Training","ACM Trans. Softw. Eng. Methodol.","","1049-331X","10.1145/3506696","https://doi.org/10.1145/3506696","Source code representation learning is the basis of applying artificial intelligence to many software engineering tasks such as code clone detection, algorithm classification, and code summarization. Recently, many works have tried to improve the performance of source code representation from various perspectives, e.g., introducing the structural information of programs into latent representation. However, when dealing with rapidly expanded unlabeled cross-language source code datasets from the Internet, there are still two issues. Firstly, deep learning models for many code-specific tasks still suffer from the lack of high-quality labels. Secondly, the structural differences among programming languages make it more difficult to process multiple languages in a single neural architecture.To address these issues, in this article, we propose a novel Cross-language Code representation with a large-scale pre-training (XCode) method. Concretely, we propose to use several abstract syntax trees and ELMo-enhanced variational autoencoders to obtain multiple pre-trained source code language models trained on about 1.5 million code snippets. To fully utilize the knowledge across programming languages, we further propose a Shared Encoder-Decoder (SED) architecture which uses the multi-teacher single-student method to transfer knowledge from the aforementioned pre-trained models to the distilled SED. The pre-trained models and SED will cooperate to better represent the source code. For evaluation, we examine our approach on three typical downstream cross-language tasks, i.e., source code translation, code clone detection, and code-to-code search, on a real-world dataset composed of programming exercises with multiple solutions. Experimental results demonstrate the effectiveness of our proposed approach on cross-language code representations. Meanwhile, our approach performs significantly better than several code representation baselines on different downstream tasks in terms of multiple automatic evaluation metrics.","2022-04","2022-10-16 23:12:58","2022-10-16 23:12:58","","","","3","31","","","","","","","","","","","","","","","","","Place: New York, NY, USA Publisher: Association for Computing Machinery","","","","neural networks; code representation; Deep learning; cross-language; pre-training","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QF4IWJX","conferencePaper","2019","Tokumoto, Susumu; Takayama, Kuniharu","PHANTA: Diversified Test Code Quality Measurement for Modern Software Development","Proceedings of the 34th IEEE/ACM International Conference on Automated Software Engineering","978-1-72812-508-4","","10.1109/ASE.2019.00138","https://doi.org/10.1109/ASE.2019.00138","Test code is becoming more essential to the modern software development process. However, practitioners often pay inadequate attention to key aspects of test code quality, such as bug detectability, maintainability and speed. Existing tools also typically report a single test code quality measure, such as code coverage, rather than a diversified set of metrics. To measure and visualize quality of test code in a comprehensive fashion, we developed an integrated test code analysis tool called Phanta. In this show case, we posit that the enhancement of test code quality is key to modernizing software development, and show how Phanta's techniques measure the quality using mutation analysis, test code clone detection, and so on. Further, we present an industrial case study where Phanta was applied to analyze test code in a real Fujitsu project, and share lessons learned from the case study.","2019","2022-10-16 23:12:59","2022-10-16 23:12:59","","1206–1207","","","","","","","ASE '19","","","","IEEE Press","","","","","","","","","event-place: San Diego, California","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3BYA4M6Y","conferencePaper","2017","Matsushita, Tsubasa; Sasano, Isao","Detecting Code Clones with Gaps by Function Applications","Proceedings of the 2017 ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation","978-1-4503-4721-1","","10.1145/3018882.3018892","https://doi.org/10.1145/3018882.3018892","Code clones are pairs or groups of code segments which are identical or similar to each other. Generally the existence of code clones is considered to make it cumbersome to maintain the source code, so that various kinds of code clone detection tools have been developed. Simple ones divide the source code into a sequence of lines or tokens and find identical or similar sub-sequences. Differences among code clones, called gaps, may prevent clones from being detected or may make clones to be detected with being fragmented. In order to cope with gaps, various tools have been developed by using abstract syntax trees, comparing some metrics, or using program dependency graphs. In this paper we present a novel algorithm for detecting clones by focusing on gaps by function applications. Based on the algorithm we have implemented a tool for detecting code clones on programs written in Standard ML.","2017","2022-10-16 23:12:59","2022-10-16 23:12:59","","12–22","","","","","","","PEPM 2017","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Paris, France","","","","code clone; abstract syntax tree; function application; gap","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
