"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Learn To Align: A Code Alignment Network For Code Clone Detection","A. Zhang; K. Liu; L. Fang; Q. Liu; X. Yun; S. Ji","Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Zhejiang University, Hangzhou, Zhejiang, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Zhejiang University, Hangzhou, Zhejiang, P.R. China","2021 28th Asia-Pacific Software Engineering Conference (APSEC)","17 Feb 2022","2021","","","1","11","Deep learning techniques have achieved promising results in code clone detection in the past decade. However, existing techniques merely focus on how to extract more dis-criminative features from source codes, while some issues, such as structural differences of functional similar codes, are not explicitly addressed. This phenomenon is common when programmers copy a code segment along with adding or removing several statements, or use a more flexible syntax structure to implement the same function. In this paper, we unify the aforementioned problems as the problem of code misalignment, and propose a novel code alignment network to tackle it. We design a bi-directional causal convolutional neural network to extract feature representations of code fragments with rich structural and semantical information. After feature extraction, our method learns to align the two code fragments in a data-driven fashion. We present two independent strategies for code alignment, namely attention-based alignment and sparse reconstruction-based alignment. Both two strategies strive to learn an alignment matrix that represents the correspondences between two code fragments. Our method outperforms state-of-the-art methods in terms of F1 score by 0.5% and 3.1 % on BigCloneBench and OJClone, respectively11Our code is available at https://github.com/ArcticHare105/Code-Alignment.","2640-0715","978-1-6654-3784-4","10.1109/APSEC53868.2021.00008","National Natural Science Foundation of China(grant numbers:62172214,62076125,U20B2049,U20B2050); NUAA; Ministry of Industry and Information Technology(grant numbers:XCA20026); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712141","Code clone detection;Bi-directional causal convolutional neural network;Code alignment","Deep learning;Codes;Cloning;Bidirectional control;Syntactics;Feature extraction;Convolutional neural networks","deep learning (artificial intelligence);feature extraction;neural nets;software maintenance","code misalignment;code alignment network;code fragments;rich structural information;semantical information;feature extraction;attention-based alignment;reconstruction-based alignment;alignment matrix;code clone detection;deep learning techniques;discriminative features;source codes;functional similar codes;code segment;flexible syntax structure;bidirectional causal convolutional neural network;BigCloneBench;OJClone","","","","28","IEEE","17 Feb 2022","","","IEEE","IEEE Conferences"
"AST-path Based Compare-Aggregate Network for Code Clone Detection","H. Liang; L. Ai","Scool of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; Scool of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China","2021 International Joint Conference on Neural Networks (IJCNN)","20 Sep 2021","2021","","","1","8","Code clone detection remains one of the main challenges in maintaining software projects. Recently, state-of-the-art researches have shown that neural models based on abstract syntax trees (ASTs) can better represent code fragment. However, existing tree-based models are prone to gradient vanishing problems due to the large size of ASTs. In this paper, we represent a code fragment as the set of compositional paths in its abstract syntax tree (AST) and use this code representation to train a classifier to detect clone pairs. Unlike the siamese based model that obtains the embeddings of code fragments separately and then computes the similarity in vector space, our compare-aggregate based network takes two code fragments as a whole to obtain the vectors for classification. To validate our model's ability to detect code clones, we evaluated it on the publicly available dataset BigCloneBench, and the experimental results show our model outperforms the state-of-the-art model ASTNN.","2161-4407","978-1-6654-3900-8","10.1109/IJCNN52387.2021.9534099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534099","compare-aggregate model;siamese based model;AST;Code Clone Detection","Training;Codes;Computational modeling;Neural networks;Cloning;Syntactics;Software","neural nets;software maintenance;trees (mathematics)","code clone detection;neural models;abstract syntax tree;code fragment;tree-based models;code representation;siamese based model;compare-aggregate based network;code clones;ASTNN;AST-path based compare-aggregate network;clone pairs detection","","","","29","","20 Sep 2021","","","IEEE","IEEE Conferences"
"A code clone detection algorithm based on graph convolution network with AST tree edge","Z. Lu; R. Li; H. Hu; W. -a. Zhou","School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; Science and Technology on Communication Information Security Control Laboratory, Jiaxing, China; School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China","2021 IEEE 21st International Conference on Software Quality, Reliability and Security Companion (QRS-C)","1 Apr 2022","2021","","","1027","1032","Detecting code cloning will prevent it from bringing risks such as vulnerabilities and intellectual property disputes in complex software systems such as large-scale defense software systems and commercial software systems. In the field of deep code clone detection, neural networks such as Tree-CNN and Tree-LSTM, which extract features from AST (abstract syntax tree), can't collect global information of upper and lower nodes, and information can't flow globally, but graph neural network can avoid this problem. This paper presents a method of edging AST, and uses GCN (Graph Convolutional Network) and GAT(Graph Attention Networks) to extract code feature vector. Finally, the experiment is carried out on BigCloneBench data set, using several common binary classification indexes, and analyzing the time consumption, it is concluded that the effect and time efficiency of using graph neural network for code clone detection are significantly improved, especially for the code fragments with completely different semantics.","2693-9371","978-1-6654-7836-6","10.1109/QRS-C55045.2021.00156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741968","code clone;edging AST;graph neural networks;GCN;GAT","Codes;Semantics;Cloning;Software quality;Syntactics;Feature extraction;Software systems","edge detection;feature extraction;graph theory;industrial property;neural nets;software maintenance;trees (mathematics)","neural networks;Tree-CNN;Tree-LSTM;abstract syntax tree;global information;upper nodes;lower nodes;graph neural network;edging AST;Graph Convolutional Network;code feature vector;code clone detection algorithm;graph convolution network;AST tree edge;code cloning;intellectual property disputes;complex software systems;large-scale defense software systems;commercial software systems;deep code clone detection","","","","11","IEEE","1 Apr 2022","","","IEEE","IEEE Conferences"
"On Precision of Code Clone Detection Tools","F. Farmahinifarahani; V. Saini; D. Yang; H. Sajnani; C. V. Lopes","University of California, Irvine, USA; University of California, Irvine, USA; University of California, Irvine, USA; Microsoft, Inc, USA; University of California, Irvine, USA","2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)","18 Mar 2019","2019","","","84","94","Precision and recall are the main metrics used to measure the correctness of clone detectors. These metrics require the existence of labeled datasets containing the ground truth - samples of clone and non-clone pairs. For source code clone detectors, in particular, there are some techniques, as well as a concrete framework, for automatically evaluating recall, down to different types of clones. However, evaluating precision is still challenging, because of the intensive and specialized manual effort required to accomplish the task. Moreover, when precision is reported, it is typically done over all types of clones, making it hard to assess the strengths and weaknesses of the corresponding clone detectors. This paper presents systematic experiments to evaluate precision of eight code clone detection tools. Three judges independently reviewed 12,800 clone pairs to compute the undifferentiated and type-based precision of these tools. Besides providing a useful baseline for future research in code clone detection, another contribution of our work is to unveil important considerations to take into account when doing precision measurements and reporting the results. Specifically, our work shows that the reported precision of these tools leads to significantly different conclusions and insights about the tools when different types of clones are taken into account. It also stresses, once again, the importance of reporting inter-rater agreement.","1534-5351","978-1-7281-0591-8","10.1109/SANER.2019.8668015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668015","Software Clones;Clone Detection Tools;Precision Evaluation;Type-based Clone Study","Cloning;Tools;Detectors;Syntactics;Manuals;Indexes;Measurement","program debugging;software metrics;software tools;source code (software)","source code clone detectors;code clone detection tools;clone pairs","","3","","39","","18 Mar 2019","","","IEEE","IEEE Conferences"
"Comparison and Visualization of Code Clone Detection Results","K. Matsushima; K. Inoue","Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan","2020 IEEE 14th International Workshop on Software Clones (IWSC)","26 Mar 2020","2020","","","45","51","Many techniques for code clone detection have been proposed and implemented as clone detectors in the past. These studies show that a result of code clone detection changes drastically for different tools and/or their detection parameters. Therefore, it is important to apply different clone detectors or different parameters and to identify the different or common parts of the obtained detection results. In this paper, we propose a method for comparison and visualization of detection results based on the correspondence of clone pairs. It enables developers to compare detection results by different tools and/or their detection parameters. Using this method, we will show the comparison results of an OSS using two code clone detectors, CCFinderX and NiCad.","2572-6587","978-1-7281-6269-0","10.1109/IWSC50091.2020.9047633","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047633","Code Clone;Visualization;Software Maintenance","Cloning;Detectors;Visualization;Computer bugs;Tools;Software;Information science","program diagnostics;public domain software;software maintenance;source code (software)","code clone detection results;detection parameters;clone detectors;common parts;visualization;clone pairs;code clone detectors","","","","23","","26 Mar 2020","","","IEEE","IEEE Conferences"
"Twin-Finder: Integrated Reasoning Engine for Pointer-Related Code Clone Detection","H. Xue; Y. Mei; K. Gogineni; G. Venkataramani; T. Lan","The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA","2020 IEEE 14th International Workshop on Software Clones (IWSC)","26 Mar 2020","2020","","","1","7","Detecting code clones is crucial in various software engineering tasks. In particular, code clone detection can have significant uses in the context of analyzing and fixing bugs in large scale applications. However, prior works, such as machine learning-based clone detection, may cause a considerable amount of false positives. In this paper, we propose Twin-Finder, a novel, closed-loop approach for pointer-related code clone detection that integrates machine learning and symbolic execution techniques to achieve precision. Twin-Finder introduces a clone verification mechanism to formally verify if two clone samples are indeed clones and a feedback loop to automatically generated formal rules to tune machine learning algorithm and further reduce the false positives. Our experimental results show that Twin-Finder can swiftly identify up 9× more code clones comparing to a tree-based clone detector, Deckard and remove an average 91.69% false nositives.","2572-6587","978-1-7281-6269-0","10.1109/IWSC50091.2020.9047638","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047638","Memory Safety;Formal methods;Code Clones","Cloning;Safety;Syntactics;Compounds;Computer bugs;Machine learning;Feedback loop","formal verification;learning (artificial intelligence);program diagnostics;reasoning about programs;software maintenance","clone verification mechanism;clone samples;machine learning algorithm;false positives;Twin-Finder;tree-based clone detector;integrated reasoning engine;pointer-related code clone detection;software engineering tasks;machine learning-based clone detection;bugs fixing","","","","20","","26 Mar 2020","","","IEEE","IEEE Conferences"
"An Effective Semantic Code Clone Detection Framework Using Pairwise Feature Fusion","A. Sheneamer; S. Roy; J. Kalita","Faculty of Computer Science and Information Technology, Jazan University, Jazan, Saudi Arabia; Department of Computer Applications, Sikkim University, Gangtok, India; College of Engineering and Applied Science, University of Colorado at Colorado Springs, Colorado Springs, CO, USA","IEEE Access","17 Jun 2021","2021","9","","84828","84844","Code clones. In this work, we propose a novel detection framework using machine learning for automated detection of all four type of clones. The features extracted from a pair of code blocks are combined for possible detection of a clone with respect to a reference block. We use AST and PDG features of both code blocks to prepare labelled training samples after fusing the two feature vectors using three different alternatives. We use six state-of-the-art classification models including Deep Convolutional Neural Network to assess the prediction performance of our scheme. To access the effectiveness of our framework we use seven datasets and compare its performance with five state-of-the-art clone detectors. We also compare a large number of algorithms for code clone detection. Comparing the performance of a large number of machine learning techniques, ANN and non-ANN, using such features, and establishing that fusing of AST and PDG features gives competitive results using deep learning as well as boosted tree algorithms, we find that boosted tree algorithms like XGBoost are quite competitive in clone detection. Experimental results demonstrate that our approach outperforms existing clone detection methods in terms of prediction accuracy.","2169-3536","","10.1109/ACCESS.2021.3079156","Jazan University, Saudi Arabia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9427518","Machine learning;code clones;semantic clones;AST;PDG;features;deep learning;classification","Cloning;Semantics;Feature extraction;Task analysis;Syntactics;Machine learning algorithms;Prediction algorithms","feature extraction;learning (artificial intelligence);neural nets;pattern classification;trees (mathematics)","state-of-the-art clone detectors;machine learning techniques;AST;PDG features;deep learning;boosted tree algorithms;clone detection methods;effective semantic code clone detection framework;pairwise feature fusion;code clones;novel detection framework;automated detection;code blocks;possible detection;reference block;labelled training samples;feature vectors;state-of-the-art classification models;Deep Convolutional Neural Network;prediction performance","","","","71","CCBYNCND","11 May 2021","","","IEEE","IEEE Journals"
"VGRAPH: A Robust Vulnerable Code Clone Detection System Using Code Property Triplets","B. Bowman; H. H. Huang","Graph Computing Lab, George Washington University; Graph Computing Lab, George Washington University","2020 IEEE European Symposium on Security and Privacy (EuroS&P)","2 Nov 2020","2020","","","53","69","Software vulnerabilities are a common attack vector for cyber adversaries. This problem has been exacerbated by the wealth of open-source software projects, as code is often copy-pasted to new locations. This causes a serious problem when a new security vulnerability is discovered in a particular software project, as it may potentially affect many others. Discovering vulnerable code reuse in source code is known as vulnerable code clone detection. This is a very challenging problem as the cloned code has the potential to be modified, sometimes significantly, from the original code, while still retaining the underlying vulnerability. Existing vulnerable clone detection techniques are either too strict, missing vulnerabilities when they have subtle modifications, or are too narrow, applicable only to a small number of vulnerability types. In this work we present VGRAPH, a technique for identifying vulnerable code clones, which is more robust to code modification, while still remaining generic to all vulnerability types. VGRAPHs are representations of vulnerable source code comprising three graph-based components representing code property relationships extracted from the contextual code, the vulnerable code, and the patched code. We develop a matching algorithm utilizing these three graph-based components which is able to identify vulnerable code clones with a precision of 98% and recall of 97%. Even for highly modified code clones, we are able to identify over 100 more vulnerable clones than the best performing comparison work ReDeBug. When we apply our technique to several versions of popular software packages (e.g., FFMpeg, OpenSSL), we are able to identify 10 vulnerabilities which were silently patched and are not listed in the National Vulnerability Database.","","978-1-7281-5087-1","10.1109/EuroSP48549.2020.00012","DARPA(grant numbers:N66001-18-C-4033); National Science Foundation(grant numbers:1350766,1618706,1717774); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230372","vulnerability;code clone;source code;static analysis;software security","Codes;Databases;Software packages;Cloning;Approximation algorithms;Distance measurement;Security","graph theory;program diagnostics;public domain software;security of data;software maintenance","VGRAPH;robust vulnerable code clone detection system;software vulnerabilities;open-source software projects;security vulnerability;vulnerable code reuse;vulnerable clone detection techniques;vulnerability types;code modification;vulnerable source code comprising;code property relationships;contextual code;patched code;highly modified code clones;National Vulnerability Database","","6","","29","","2 Nov 2020","","","IEEE","IEEE Conferences"
"Transferring Code-Clone Detection and Analysis to Practice","Y. Dang; D. Zhang; S. Ge; R. Huang; C. Chu; T. Xie","Microsoft Corporation, USA; Microsoft Research Asia, China; Microsoft Research Asia, China; Microsoft Research Asia, China; Microsoft Corporation, USA; University of Illinois at Urbana-Champaign, USA","2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice Track (ICSE-SEIP)","3 Jul 2017","2017","","","53","62","During software development, code clones are commonly produced, in the form of a number of the same or similar code fragments spreading within one or many large code bases. Numerous research projects have been carried out on empirical studies or tool support for detecting or analyzing code clones. However, in practice, few such research projects have resulted in substantial industry adoption. In this paper, we report our experiences of transferring XIAO, a code-clone detection and analysis approach and its supporting tool, to road industrial practices: (1) shipped in Visual Studio 2012, a widely used industrial IDE, (2) deployed and intensively used at the Microsoft Security Response Center. According to our experiences, technology transfer is a rather complicated journey that needs significant efforts from both the technical aspect and social aspect. From the technical aspect, significant efforts are needed to adapt a research prototype to a product-quality tool that addresses the needs of real scenarios, to be integrated into a mainstream product or development process. From the social aspect, there are strong needs to interact with practitioners to identify killer scenarios in industrial settings, figure out the gap between a research prototype and a tool fitting the needs of real scenarios, to understand the requirements of releasing with a mainstream product, being integrated into a development process, understanding their release cadence, etc.","","978-1-5386-2717-4","10.1109/ICSE-SEIP.2017.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7965429","","Cloning;Visualization;Computer bugs;Tools;Security;Software;Electronic mail","program diagnostics;programming environments;social aspects of automation;software quality;source code (software)","code-clone detection;code-clone analysis;software development;code fragments;tool support;XIAO;Visual Studio 2012;industrial IDE;Microsoft Security Response Center;social aspect;technical aspect;product-quality tool;tool fitting","","12","","21","","3 Jul 2017","","","IEEE","IEEE Conferences"
"Rearranging the order of program statements for code clone detection","Y. Sabi; Y. Higo; S. Kusumoto","Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan","2017 IEEE 11th International Workshop on Software Clones (IWSC)","20 Mar 2017","2017","","","1","7","A code clone is a code fragment identical or similar to another code fragment in source code. Some of code clones are considered as a factor of bug replications and make it more difficult to maintain software. Various code clone detection tools have been proposed so far. However, in most algorithms adopted by existing clone detection tools, if program statements are reordered, they are not detected as code clones. In this research, we examined how clone detection results change by rearranging the order of program statements. We performed preprocessing to rearranging the order of program statements using program dependency graph (PDG). We compared clone detection results with and without preprocessing. As a result, by rearranging the order of program statements, the number of detected code clones is almost the same in most projects. We classified newly detected or disappeared clones manually. From our experimental results, we show that there is no newly detected clone whose statements are reordered and that there are four disappeared clones whose statements are reordered. We think three out of the four clones occurred by copy-and-paste operations. Therefore, we conclude that rearranging the order of program statements is not effective to detect reordered code clones.","","978-1-5090-6595-0","10.1109/IWSC.2017.7880503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880503","","Cloning;Software algorithms;Software;Terminology;Computer bugs;Java;Information science","graph theory;program debugging;software tools;source code (software)","program statement order rearrangement;code fragment;source code;bug replications;code clone detection tools;program dependency graph;PDG;copy-and-paste operations","","4","","14","","20 Mar 2017","","","IEEE","IEEE Conferences"
"FCCA: Hybrid Code Representation for Functional Clone Detection Using Attention Networks","W. Hua; Y. Sui; Y. Wan; G. Liu; G. Xu","College of Information Engineering, Shanghai Maritime University, Shanghai, China; University of Technology, Sydney, NSW, Australia; Zhejiang University, Hangzhou, China; College of Information Engineering, Shanghai Maritime University, Shanghai, China; University of Technology, Sydney, NSW, Australia","IEEE Transactions on Reliability","2 Mar 2021","2021","70","1","304","318","Code cloning, which reuses a fragment of source code via copy-and-paste with or without modifications, is a common way for code reuse and software prototyping. However, the duplicated code fragments often affect software quality, resulting in high maintenance cost. The existing clone detectors using shallow textual or syntactical features to identify code similarity are still ineffective in accurately finding sophisticated functional code clones in real-world code bases. This article proposes functional code clone detector using attention (FCCA), a deep-learning-based code clone detection approach on top of a hybrid code representation by preserving multiple code features, including unstructured (code in the form of sequential tokens) and structured (code in the form of abstract syntax trees and control-flow graphs) information. Multiple code features are fused into a hybrid representation, which is equipped with an attention mechanism that pays attention to important code parts and features that contribute to the final detection accuracy. We have implemented and evaluated FCCA using 275 777 real-world code clone pairs written in Java. The experimental results show that FCCA outperforms several state-of-the-art approaches for detecting functional code clones in terms of accuracy, recall, and F1 score.","1558-1721","","10.1109/TR.2020.3001918","National Natural Science Foundation of China(grant numbers:61672338,61373028); Australian Research Council(grant numbers:DP200101374,LP170100891,DP200101328); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9146274","Attention mechanism;code clone detection;code representation;deep neural network (DNN)","Cloning;Feature extraction;Detectors;Syntactics;Software quality;Maintenance engineering","Java;learning (artificial intelligence);software maintenance;software quality","real-world code clone pairs;important code parts;hybrid representation;control-flow graphs;multiple code features;deep-learning-based code clone detection approach;functional code clone detector;real-world code bases;sophisticated functional code clones;code similarity;syntactical features;shallow textual features;existing clone detectors;duplicated code fragments;software prototyping;code reuse;source code;code cloning;attention networks;functional clone detection;hybrid code representation;FCCA","","9","","67","IEEE","22 Jul 2020","","","IEEE","IEEE Journals"
"NiCad+: Speeding the Detecting Process of NiCad","C. Feng; T. Wang; J. Liu; Y. Zhang; K. Xu; Y. Wang","National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China","2020 IEEE International Conference on Service Oriented Systems Engineering (SOSE)","1 Sep 2020","2020","","","103","110","With the development of the Internet and the construction of open source software communities, there has been a surge in open source software. Code Reuse—copy-past and modify open source code, which becomes a convenient choice for developers to save time and reduce labor costs. So there are more and more similar code fragments, code clones, in code project as a popular phenomenon. The code clone may import uncertainties into the program, which is a hot spot for urgent exploration. This paper summarized code clone detection tools and techniques in four categories at present and introduced one detection tool, NiCad, with high recall and precision. However, NiCad is not perfect for large-scale code clone detection scenarios, because NiCad is slow when dealing with large-scale of codes. Therefore, we speeded the detection process of NiCad, and and named the improved tool NiCad+. We greatly improved the efficiency of NiCad without effecting its recall and precision. The time-cost of detecting code clone was remarkable shortened by reducing the matching times. When testing with BigCloneEval, it only takes 28.43% time-cost as original NiCad. When testing with varying input sizes, the speeded detection process performs better than the original one from 10 KLoC (lines of code) to 5 MLoC.","2642-6587","978-1-7281-6972-9","10.1109/SOSE49046.2020.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9183401","code clone detection, NiCad, large scale, similarity, open source software","Cloning;Tools;Open source software;Semantics;Syntactics;Heuristic algorithms","public domain software;software maintenance;source code (software)","open source software communities;code reuse;open source code;code fragments;code project;code clone detection tools;large-scale code clone detection scenarios;NiCad tool","","2","","30","IEEE","1 Sep 2020","","","IEEE","IEEE Conferences"
"Detecting Java Code Clones with Multi-granularities Based on Bytecode","D. Yu; J. Wang; Q. Wu; J. Yang; J. Wang; W. Yang; W. Yan","School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; Zhejiang Topcheer Information Technology Co. Ltd, Zhejiang Institute of Computing Technology, Hangzhou, China; Zhejiang Institute of Science and Technology Information, Hangzhou, China","2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC)","11 Sep 2017","2017","1","","317","326","Sequences of duplicate code, either with or without modification, are known as code clones or just clones. Code clones are generally considered undesirable for a number of reasons, although they can offer some convenience to developers. The detection of code clones helps to improve the quality of source code through software re-engineering. Numerous methods have been proposed for code clone detection in Java code. However, the existing methods are mostly based on the Java source code, while only a few focus on its bytecode, in fact, the Java bytecode reflects more of the semantic nature of the source code than the source code itself does. In this paper, we propose a novel code clone detection method based on Java bytecode. Using the block-level code fragments extracted from bytecode, it can simultaneously detect code clones at both method level and block level. In addition, during the process of code clone detection, the similarities of both method call sequences and instruction sequences are calculated in order to improve accuracy. We conduct two extensive experiments to evaluate the performance of our method. The results show that the proposed method can detect code clones more effectively than the state-of-the-art methods.","0730-3157","978-1-5386-0367-3","10.1109/COMPSAC.2017.104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029624","code clone detection;Java bytecode;instruction;multi-granularities;method call","Cloning;Java;Semantics;Feature extraction;Syntactics;Software;Tools","Java;software maintenance;software tools;source coding","Java source code;Java bytecode;code clone detection method;block-level code fragments;Java code clone detection;software re-engineering;method level;block level;method call sequences;instruction sequences;duplicate code sequences","","6","","22","","11 Sep 2017","","","IEEE","IEEE Conferences"
"Multi-threshold token-based code clone detection","Y. Golubev; V. Poletansky; N. Povarov; T. Bryksin",JetBrains Research; Saint Petersburg State University; JetBrains; Saint Petersburg State University,"2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","11 May 2021","2021","","","496","500","Clone detection plays an important role in software engineering. Finding clones within a single project introduces possible refactoring opportunities, and between different projects it could be used for detecting code reuse or possible licensing violations.In this paper, we propose a modification to bag-of-tokens based clone detection that allows detecting more clone pairs of greater diversity without losing precision by implementing a multi-threshold search, i.e. conducting the search several times, aimed at different groups of clones. To combat the increase in operation time that this approach brings about, we propose an optimization that allows to significantly decrease the overlap in detected clones between the searches.We evaluate the method for two different popular clone detection tools on two datasets of different sizes. The implementation of the technique allows to increase the number of detected clones by 40.5-56.6% for different datasets. BigCloneBench evaluation also shows that the recall of detecting Strongly Type-3 clones increases from 37.5% to 59.6%.","1534-5351","978-1-7281-9630-5","10.1109/SANER50967.2021.00053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426013","clone detection;token based clone detection;similarity threshold;token length threshold","Conferences;Cloning;Tools;Licenses;Software;Optimization;Software engineering","optimisation;software maintenance;software metrics;software reusability","multithreshold token-based code clone detection;code reuse;bag-of-tokens based clone detection;clone pairs;multithreshold search;clone detection tools;type-3 clones;software engineering;optimization;licensing violations;refactoring opportunities","","1","","19","","11 May 2021","","","IEEE","IEEE Conferences"
"Type-2 Code Clone Detection for Dockerfiles","T. Tsuru; T. Nakagawa; S. Matsumoto; Y. Higo; S. Kusumoto","Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan","2021 IEEE 15th International Workshop on Software Clones (IWSC)","20 Jan 2022","2021","","","1","7","This paper proposes a Type-2 code clone detection technique for Dockerfiles. Docker is a plat-form for realizing containerized virtual environments that has been attracting significant attention as a technology support for server infrastructures. In Docker, the procedure to realize a virtual environment is de-scribed in the form of a source code called a Dockerfile. Therefore, code clones such as repetitions and duplications with similar structures are often included. In this study, we propose a Type-2 code clone detection technique for deriving patterns within Dockerfiles. More specifically, our technique detects code clones by normalizing tokens properly, separating Docker syntax and shell syntax, and then adopting suﬃx array algorithm for each syntax. We conducted application experiments on approximately 5,000 Dockerfiles available on GitHub and found that our technique could detect Type-2 code clones with a high precision. Our technique derived some patterns in Dockerfiles, such as those used for building a new distribution on a container.","2572-6587","978-1-6654-4287-9","10.1109/IWSC53727.2021.00007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679789","","Codes;Conferences;Buildings;Cloning;Virtual environments;Syntactics;Containers","software maintenance;software metrics;source coding","Dockerfile;Type-2 code clone detection technique;virtual environment;Type-2 code clones;Dockerfiles;GitHub;Docker syntax;shell syntax","","","","27","CCBY","20 Jan 2022","","","IEEE","IEEE Conferences"
"Finding repeated strings in code repositories and its applications to code-clone detection","Y. Yamagata; F. Hervé; Y. Fujiwara; K. Inoue",National Institute of Advanced Science and Technology (AIST); University of Nantes; Osaka University; Osaka University,"2021 28th Asia-Pacific Software Engineering Conference (APSEC)","17 Feb 2022","2021","","","497","502","Although researchers have created many advanced code-clone detection techniques, more effort is required to realize wide adaptation of these techniques in the industry. One of the reasons behind this is the reliance of these advanced techniques on lexing and parsing programs. Modern programming languages have complex lexical conventions and grammar, which evolve constantly. Therefore, using advanced code-clone detection techniques requires substantial and continuous effort. This paper proposes a lightweight language-independent method to detect code clones by simply finding repeated strings in a code repository, relying on neither lexing nor parsing. The proposed method is based on an efficient technique developed in a bio-informatics context to find repeated strings. We refer to the repeated strings in the source-code as weak Type-1 clones. Because the proposed technique normalizes newlines, tabs, and white spaces into a single white space, it can find clones in which newline positions or indentations are changed, as often in the case when copy-pasting occurs. Although the proposed method only finds verbatim copies, it also makes interesting observations regarding repository structures. Many developers may prefer the proposed simple approach because it is easier to understand than other advanced techniques that use heuristics, approximation, and machine learning.","2640-0715","978-1-6654-3784-4","10.1109/APSEC53868.2021.00057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712025","","Industries;Computer languages;Codes;Cloning;Machine learning;White spaces;Grammar","grammars;learning (artificial intelligence);program compilers;program diagnostics;programming languages;software maintenance","source-code;Type-1 clones;repeated strings;code repository;advanced code-clone detection techniques;lexing parsing programs;code clones","","","","17","IEEE","17 Feb 2022","","","IEEE","IEEE Conferences"
