Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A code clone detection algorithm based on graph convolution network with AST tree edge,Z. Lu; R. Li; H. Hu; W. -a. Zhou,"School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; Science and Technology on Communication Information Security Control Laboratory, Jiaxing, China; School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China","2021 IEEE 21st International Conference on Software Quality, Reliability and Security Companion (QRS-C)",1 Apr 2022,2021,,,1027,1032,"Detecting code cloning will prevent it from bringing risks such as vulnerabilities and intellectual property disputes in complex software systems such as large-scale defense software systems and commercial software systems. In the field of deep code clone detection, neural networks such as Tree-CNN and Tree-LSTM, which extract features from AST (abstract syntax tree), can't collect global information of upper and lower nodes, and information can't flow globally, but graph neural network can avoid this problem. This paper presents a method of edging AST, and uses GCN (Graph Convolutional Network) and GAT(Graph Attention Networks) to extract code feature vector. Finally, the experiment is carried out on BigCloneBench data set, using several common binary classification indexes, and analyzing the time consumption, it is concluded that the effect and time efficiency of using graph neural network for code clone detection are significantly improved, especially for the code fragments with completely different semantics.",2693-9371,978-1-6654-7836-6,10.1109/QRS-C55045.2021.00156,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741968,code clone;edging AST;graph neural networks;GCN;GAT,Codes;Semantics;Cloning;Software quality;Syntactics;Feature extraction;Software systems,edge detection;feature extraction;graph theory;industrial property;neural nets;software maintenance;trees (mathematics),neural networks;Tree-CNN;Tree-LSTM;abstract syntax tree;global information;upper nodes;lower nodes;graph neural network;edging AST;Graph Convolutional Network;code feature vector;code clone detection algorithm;graph convolution network;AST tree edge;code cloning;intellectual property disputes;complex software systems;large-scale defense software systems;commercial software systems;deep code clone detection,,,,11.0,IEEE,1 Apr 2022,,,IEEE,IEEE Conferences
On Precision of Code Clone Detection Tools,F. Farmahinifarahani; V. Saini; D. Yang; H. Sajnani; C. V. Lopes,"University of California, Irvine, USA; University of California, Irvine, USA; University of California, Irvine, USA; Microsoft, Inc, USA; University of California, Irvine, USA","2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)",18 Mar 2019,2019,,,84,94,"Precision and recall are the main metrics used to measure the correctness of clone detectors. These metrics require the existence of labeled datasets containing the ground truth - samples of clone and non-clone pairs. For source code clone detectors, in particular, there are some techniques, as well as a concrete framework, for automatically evaluating recall, down to different types of clones. However, evaluating precision is still challenging, because of the intensive and specialized manual effort required to accomplish the task. Moreover, when precision is reported, it is typically done over all types of clones, making it hard to assess the strengths and weaknesses of the corresponding clone detectors. This paper presents systematic experiments to evaluate precision of eight code clone detection tools. Three judges independently reviewed 12,800 clone pairs to compute the undifferentiated and type-based precision of these tools. Besides providing a useful baseline for future research in code clone detection, another contribution of our work is to unveil important considerations to take into account when doing precision measurements and reporting the results. Specifically, our work shows that the reported precision of these tools leads to significantly different conclusions and insights about the tools when different types of clones are taken into account. It also stresses, once again, the importance of reporting inter-rater agreement.",1534-5351,978-1-7281-0591-8,10.1109/SANER.2019.8668015,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668015,Software Clones;Clone Detection Tools;Precision Evaluation;Type-based Clone Study,Cloning;Tools;Detectors;Syntactics;Manuals;Indexes;Measurement,program debugging;software metrics;software tools;source code (software),source code clone detectors;code clone detection tools;clone pairs,,3.0,,39.0,,18 Mar 2019,,,IEEE,IEEE Conferences
Comparison and Visualization of Code Clone Detection Results,K. Matsushima; K. Inoue,"Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan",2020 IEEE 14th International Workshop on Software Clones (IWSC),26 Mar 2020,2020,,,45,51,"Many techniques for code clone detection have been proposed and implemented as clone detectors in the past. These studies show that a result of code clone detection changes drastically for different tools and/or their detection parameters. Therefore, it is important to apply different clone detectors or different parameters and to identify the different or common parts of the obtained detection results. In this paper, we propose a method for comparison and visualization of detection results based on the correspondence of clone pairs. It enables developers to compare detection results by different tools and/or their detection parameters. Using this method, we will show the comparison results of an OSS using two code clone detectors, CCFinderX and NiCad.",2572-6587,978-1-7281-6269-0,10.1109/IWSC50091.2020.9047633,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047633,Code Clone;Visualization;Software Maintenance,Cloning;Detectors;Visualization;Computer bugs;Tools;Software;Information science,program diagnostics;public domain software;software maintenance;source code (software),code clone detection results;detection parameters;clone detectors;common parts;visualization;clone pairs;code clone detectors,,,,23.0,,26 Mar 2020,,,IEEE,IEEE Conferences
Twin-Finder: Integrated Reasoning Engine for Pointer-Related Code Clone Detection,H. Xue; Y. Mei; K. Gogineni; G. Venkataramani; T. Lan,"The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA; The George Washington University, Washington, DC, USA",2020 IEEE 14th International Workshop on Software Clones (IWSC),26 Mar 2020,2020,,,1,7,"Detecting code clones is crucial in various software engineering tasks. In particular, code clone detection can have significant uses in the context of analyzing and fixing bugs in large scale applications. However, prior works, such as machine learning-based clone detection, may cause a considerable amount of false positives. In this paper, we propose Twin-Finder, a novel, closed-loop approach for pointer-related code clone detection that integrates machine learning and symbolic execution techniques to achieve precision. Twin-Finder introduces a clone verification mechanism to formally verify if two clone samples are indeed clones and a feedback loop to automatically generated formal rules to tune machine learning algorithm and further reduce the false positives. Our experimental results show that Twin-Finder can swiftly identify up 9× more code clones comparing to a tree-based clone detector, Deckard and remove an average 91.69% false nositives.",2572-6587,978-1-7281-6269-0,10.1109/IWSC50091.2020.9047638,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9047638,Memory Safety;Formal methods;Code Clones,Cloning;Safety;Syntactics;Compounds;Computer bugs;Machine learning;Feedback loop,formal verification;learning (artificial intelligence);program diagnostics;reasoning about programs;software maintenance,clone verification mechanism;clone samples;machine learning algorithm;false positives;Twin-Finder;tree-based clone detector;integrated reasoning engine;pointer-related code clone detection;software engineering tasks;machine learning-based clone detection;bugs fixing,,,,20.0,,26 Mar 2020,,,IEEE,IEEE Conferences
An Effective Semantic Code Clone Detection Framework Using Pairwise Feature Fusion,A. Sheneamer; S. Roy; J. Kalita,"Faculty of Computer Science and Information Technology, Jazan University, Jazan, Saudi Arabia; Department of Computer Applications, Sikkim University, Gangtok, India; College of Engineering and Applied Science, University of Colorado at Colorado Springs, Colorado Springs, CO, USA",IEEE Access,17 Jun 2021,2021,9,,84828,84844,"Code clones. In this work, we propose a novel detection framework using machine learning for automated detection of all four type of clones. The features extracted from a pair of code blocks are combined for possible detection of a clone with respect to a reference block. We use AST and PDG features of both code blocks to prepare labelled training samples after fusing the two feature vectors using three different alternatives. We use six state-of-the-art classification models including Deep Convolutional Neural Network to assess the prediction performance of our scheme. To access the effectiveness of our framework we use seven datasets and compare its performance with five state-of-the-art clone detectors. We also compare a large number of algorithms for code clone detection. Comparing the performance of a large number of machine learning techniques, ANN and non-ANN, using such features, and establishing that fusing of AST and PDG features gives competitive results using deep learning as well as boosted tree algorithms, we find that boosted tree algorithms like XGBoost are quite competitive in clone detection. Experimental results demonstrate that our approach outperforms existing clone detection methods in terms of prediction accuracy.",2169-3536,,10.1109/ACCESS.2021.3079156,"Jazan University, Saudi Arabia; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9427518,Machine learning;code clones;semantic clones;AST;PDG;features;deep learning;classification,Cloning;Semantics;Feature extraction;Task analysis;Syntactics;Machine learning algorithms;Prediction algorithms,feature extraction;learning (artificial intelligence);neural nets;pattern classification;trees (mathematics),state-of-the-art clone detectors;machine learning techniques;AST;PDG features;deep learning;boosted tree algorithms;clone detection methods;effective semantic code clone detection framework;pairwise feature fusion;code clones;novel detection framework;automated detection;code blocks;possible detection;reference block;labelled training samples;feature vectors;state-of-the-art classification models;Deep Convolutional Neural Network;prediction performance,,,,71.0,CCBYNCND,11 May 2021,,,IEEE,IEEE Journals
VGRAPH: A Robust Vulnerable Code Clone Detection System Using Code Property Triplets,B. Bowman; H. H. Huang,"Graph Computing Lab, George Washington University; Graph Computing Lab, George Washington University",2020 IEEE European Symposium on Security and Privacy (EuroS&P),2 Nov 2020,2020,,,53,69,"Software vulnerabilities are a common attack vector for cyber adversaries. This problem has been exacerbated by the wealth of open-source software projects, as code is often copy-pasted to new locations. This causes a serious problem when a new security vulnerability is discovered in a particular software project, as it may potentially affect many others. Discovering vulnerable code reuse in source code is known as vulnerable code clone detection. This is a very challenging problem as the cloned code has the potential to be modified, sometimes significantly, from the original code, while still retaining the underlying vulnerability. Existing vulnerable clone detection techniques are either too strict, missing vulnerabilities when they have subtle modifications, or are too narrow, applicable only to a small number of vulnerability types. In this work we present VGRAPH, a technique for identifying vulnerable code clones, which is more robust to code modification, while still remaining generic to all vulnerability types. VGRAPHs are representations of vulnerable source code comprising three graph-based components representing code property relationships extracted from the contextual code, the vulnerable code, and the patched code. We develop a matching algorithm utilizing these three graph-based components which is able to identify vulnerable code clones with a precision of 98% and recall of 97%. Even for highly modified code clones, we are able to identify over 100 more vulnerable clones than the best performing comparison work ReDeBug. When we apply our technique to several versions of popular software packages (e.g., FFMpeg, OpenSSL), we are able to identify 10 vulnerabilities which were silently patched and are not listed in the National Vulnerability Database.",,978-1-7281-5087-1,10.1109/EuroSP48549.2020.00012,"DARPA(grant numbers:N66001-18-C-4033); National Science Foundation(grant numbers:1350766,1618706,1717774); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230372,vulnerability;code clone;source code;static analysis;software security,Codes;Databases;Software packages;Cloning;Approximation algorithms;Distance measurement;Security,graph theory;program diagnostics;public domain software;security of data;software maintenance,VGRAPH;robust vulnerable code clone detection system;software vulnerabilities;open-source software projects;security vulnerability;vulnerable code reuse;vulnerable clone detection techniques;vulnerability types;code modification;vulnerable source code comprising;code property relationships;contextual code;patched code;highly modified code clones;National Vulnerability Database,,6.0,,29.0,,2 Nov 2020,,,IEEE,IEEE Conferences
FCCA: Hybrid Code Representation for Functional Clone Detection Using Attention Networks,W. Hua; Y. Sui; Y. Wan; G. Liu; G. Xu,"College of Information Engineering, Shanghai Maritime University, Shanghai, China; University of Technology, Sydney, NSW, Australia; Zhejiang University, Hangzhou, China; College of Information Engineering, Shanghai Maritime University, Shanghai, China; University of Technology, Sydney, NSW, Australia",IEEE Transactions on Reliability,2 Mar 2021,2021,70,1.0,304,318,"Code cloning, which reuses a fragment of source code via copy-and-paste with or without modifications, is a common way for code reuse and software prototyping. However, the duplicated code fragments often affect software quality, resulting in high maintenance cost. The existing clone detectors using shallow textual or syntactical features to identify code similarity are still ineffective in accurately finding sophisticated functional code clones in real-world code bases. This article proposes functional code clone detector using attention (FCCA), a deep-learning-based code clone detection approach on top of a hybrid code representation by preserving multiple code features, including unstructured (code in the form of sequential tokens) and structured (code in the form of abstract syntax trees and control-flow graphs) information. Multiple code features are fused into a hybrid representation, which is equipped with an attention mechanism that pays attention to important code parts and features that contribute to the final detection accuracy. We have implemented and evaluated FCCA using 275 777 real-world code clone pairs written in Java. The experimental results show that FCCA outperforms several state-of-the-art approaches for detecting functional code clones in terms of accuracy, recall, and F1 score.",1558-1721,,10.1109/TR.2020.3001918,"National Natural Science Foundation of China(grant numbers:61672338,61373028); Australian Research Council(grant numbers:DP200101374,LP170100891,DP200101328); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9146274,Attention mechanism;code clone detection;code representation;deep neural network (DNN),Cloning;Feature extraction;Detectors;Syntactics;Software quality;Maintenance engineering,Java;learning (artificial intelligence);software maintenance;software quality,real-world code clone pairs;important code parts;hybrid representation;control-flow graphs;multiple code features;deep-learning-based code clone detection approach;functional code clone detector;real-world code bases;sophisticated functional code clones;code similarity;syntactical features;shallow textual features;existing clone detectors;duplicated code fragments;software prototyping;code reuse;source code;code cloning;attention networks;functional clone detection;hybrid code representation;FCCA,,9.0,,67.0,IEEE,22 Jul 2020,,,IEEE,IEEE Journals
NiCad+: Speeding the Detecting Process of NiCad,C. Feng; T. Wang; J. Liu; Y. Zhang; K. Xu; Y. Wang,"National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China; National Laboratary for Parallel and Distributed Processing, College of Computer, National University of Defense Technology, Changsha, China",2020 IEEE International Conference on Service Oriented Systems Engineering (SOSE),1 Sep 2020,2020,,,103,110,"With the development of the Internet and the construction of open source software communities, there has been a surge in open source software. Code Reuse—copy-past and modify open source code, which becomes a convenient choice for developers to save time and reduce labor costs. So there are more and more similar code fragments, code clones, in code project as a popular phenomenon. The code clone may import uncertainties into the program, which is a hot spot for urgent exploration. This paper summarized code clone detection tools and techniques in four categories at present and introduced one detection tool, NiCad, with high recall and precision. However, NiCad is not perfect for large-scale code clone detection scenarios, because NiCad is slow when dealing with large-scale of codes. Therefore, we speeded the detection process of NiCad, and and named the improved tool NiCad+. We greatly improved the efficiency of NiCad without effecting its recall and precision. The time-cost of detecting code clone was remarkable shortened by reducing the matching times. When testing with BigCloneEval, it only takes 28.43% time-cost as original NiCad. When testing with varying input sizes, the speeded detection process performs better than the original one from 10 KLoC (lines of code) to 5 MLoC.",2642-6587,978-1-7281-6972-9,10.1109/SOSE49046.2020.00019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9183401,"code clone detection, NiCad, large scale, similarity, open source software",Cloning;Tools;Open source software;Semantics;Syntactics;Heuristic algorithms,public domain software;software maintenance;source code (software),open source software communities;code reuse;open source code;code fragments;code project;code clone detection tools;large-scale code clone detection scenarios;NiCad tool,,2.0,,30.0,IEEE,1 Sep 2020,,,IEEE,IEEE Conferences
Detecting Java Code Clones with Multi-granularities Based on Bytecode,D. Yu; J. Wang; Q. Wu; J. Yang; J. Wang; W. Yang; W. Yan,"School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; Zhejiang Topcheer Information Technology Co. Ltd, Zhejiang Institute of Computing Technology, Hangzhou, China; Zhejiang Institute of Science and Technology Information, Hangzhou, China",2017 IEEE 41st Annual Computer Software and Applications Conference (COMPSAC),11 Sep 2017,2017,1,,317,326,"Sequences of duplicate code, either with or without modification, are known as code clones or just clones. Code clones are generally considered undesirable for a number of reasons, although they can offer some convenience to developers. The detection of code clones helps to improve the quality of source code through software re-engineering. Numerous methods have been proposed for code clone detection in Java code. However, the existing methods are mostly based on the Java source code, while only a few focus on its bytecode, in fact, the Java bytecode reflects more of the semantic nature of the source code than the source code itself does. In this paper, we propose a novel code clone detection method based on Java bytecode. Using the block-level code fragments extracted from bytecode, it can simultaneously detect code clones at both method level and block level. In addition, during the process of code clone detection, the similarities of both method call sequences and instruction sequences are calculated in order to improve accuracy. We conduct two extensive experiments to evaluate the performance of our method. The results show that the proposed method can detect code clones more effectively than the state-of-the-art methods.",0730-3157,978-1-5386-0367-3,10.1109/COMPSAC.2017.104,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8029624,code clone detection;Java bytecode;instruction;multi-granularities;method call,Cloning;Java;Semantics;Feature extraction;Syntactics;Software;Tools,Java;software maintenance;software tools;source coding,Java source code;Java bytecode;code clone detection method;block-level code fragments;Java code clone detection;software re-engineering;method level;block level;method call sequences;instruction sequences;duplicate code sequences,,6.0,,22.0,,11 Sep 2017,,,IEEE,IEEE Conferences
Multi-threshold token-based code clone detection,Y. Golubev; V. Poletansky; N. Povarov; T. Bryksin,JetBrains Research; Saint Petersburg State University; JetBrains; Saint Petersburg State University,"2021 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",11 May 2021,2021,,,496,500,"Clone detection plays an important role in software engineering. Finding clones within a single project introduces possible refactoring opportunities, and between different projects it could be used for detecting code reuse or possible licensing violations.In this paper, we propose a modification to bag-of-tokens based clone detection that allows detecting more clone pairs of greater diversity without losing precision by implementing a multi-threshold search, i.e. conducting the search several times, aimed at different groups of clones. To combat the increase in operation time that this approach brings about, we propose an optimization that allows to significantly decrease the overlap in detected clones between the searches.We evaluate the method for two different popular clone detection tools on two datasets of different sizes. The implementation of the technique allows to increase the number of detected clones by 40.5-56.6% for different datasets. BigCloneBench evaluation also shows that the recall of detecting Strongly Type-3 clones increases from 37.5% to 59.6%.",1534-5351,978-1-7281-9630-5,10.1109/SANER50967.2021.00053,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9426013,clone detection;token based clone detection;similarity threshold;token length threshold,Conferences;Cloning;Tools;Licenses;Software;Optimization;Software engineering,optimisation;software maintenance;software metrics;software reusability,multithreshold token-based code clone detection;code reuse;bag-of-tokens based clone detection;clone pairs;multithreshold search;clone detection tools;type-3 clones;software engineering;optimization;licensing violations;refactoring opportunities,,1.0,,19.0,,11 May 2021,,,IEEE,IEEE Conferences
Type-2 Code Clone Detection for Dockerfiles,T. Tsuru; T. Nakagawa; S. Matsumoto; Y. Higo; S. Kusumoto,"Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan; Graduate School of Information Science and Technology, Osaka University, Japan",2021 IEEE 15th International Workshop on Software Clones (IWSC),20 Jan 2022,2021,,,1,7,"This paper proposes a Type-2 code clone detection technique for Dockerfiles. Docker is a plat-form for realizing containerized virtual environments that has been attracting significant attention as a technology support for server infrastructures. In Docker, the procedure to realize a virtual environment is de-scribed in the form of a source code called a Dockerfile. Therefore, code clones such as repetitions and duplications with similar structures are often included. In this study, we propose a Type-2 code clone detection technique for deriving patterns within Dockerfiles. More specifically, our technique detects code clones by normalizing tokens properly, separating Docker syntax and shell syntax, and then adopting suﬃx array algorithm for each syntax. We conducted application experiments on approximately 5,000 Dockerfiles available on GitHub and found that our technique could detect Type-2 code clones with a high precision. Our technique derived some patterns in Dockerfiles, such as those used for building a new distribution on a container.",2572-6587,978-1-6654-4287-9,10.1109/IWSC53727.2021.00007,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679789,,Codes;Conferences;Buildings;Cloning;Virtual environments;Syntactics;Containers,software maintenance;software metrics;source coding,Dockerfile;Type-2 code clone detection technique;virtual environment;Type-2 code clones;Dockerfiles;GitHub;Docker syntax;shell syntax,,,,27.0,CCBY,20 Jan 2022,,,IEEE,IEEE Conferences
Finding repeated strings in code repositories and its applications to code-clone detection,Y. Yamagata; F. Hervé; Y. Fujiwara; K. Inoue,National Institute of Advanced Science and Technology (AIST); University of Nantes; Osaka University; Osaka University,2021 28th Asia-Pacific Software Engineering Conference (APSEC),17 Feb 2022,2021,,,497,502,"Although researchers have created many advanced code-clone detection techniques, more effort is required to realize wide adaptation of these techniques in the industry. One of the reasons behind this is the reliance of these advanced techniques on lexing and parsing programs. Modern programming languages have complex lexical conventions and grammar, which evolve constantly. Therefore, using advanced code-clone detection techniques requires substantial and continuous effort. This paper proposes a lightweight language-independent method to detect code clones by simply finding repeated strings in a code repository, relying on neither lexing nor parsing. The proposed method is based on an efficient technique developed in a bio-informatics context to find repeated strings. We refer to the repeated strings in the source-code as weak Type-1 clones. Because the proposed technique normalizes newlines, tabs, and white spaces into a single white space, it can find clones in which newline positions or indentations are changed, as often in the case when copy-pasting occurs. Although the proposed method only finds verbatim copies, it also makes interesting observations regarding repository structures. Many developers may prefer the proposed simple approach because it is easier to understand than other advanced techniques that use heuristics, approximation, and machine learning.",2640-0715,978-1-6654-3784-4,10.1109/APSEC53868.2021.00057,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712025,,Industries;Computer languages;Codes;Cloning;Machine learning;White spaces;Grammar,grammars;learning (artificial intelligence);program compilers;program diagnostics;programming languages;software maintenance,source-code;Type-1 clones;repeated strings;code repository;advanced code-clone detection techniques;lexing parsing programs;code clones,,,,17.0,IEEE,17 Feb 2022,,,IEEE,IEEE Conferences
VFDETECT: A vulnerable code clone detection system based on vulnerability fingerprint,Z. Liu; Q. Wei; Y. Cao,"China National Digital Switching System Engineering and Technological Research Center, Zhengzhou, China; China National Digital Switching System Engineering and Technological Research Center, Zhengzhou, China; China National Digital Switching System Engineering and Technological Research Center, Zhengzhou, China",2017 IEEE 3rd Information Technology and Mechatronics Engineering Conference (ITOEC),30 Nov 2017,2017,,,548,553,"Vulnerable code reuse in open source software is a serious threat to software security. However, the existing high-efficiency methods for vulnerable code clone detection have a large number of false-negatives when the code is modified, which results in limited application scenarios. In this paper, we present an innovative fingerprint model to describe the vulnerability code and propose VFDETECT, an efficient system to detect vulnerable code clones based on the fingerprints. Firstly, the fingerprint is constructed by applying hash function to appropriate code blocks in the diff which are preprocessed. Then, VFDETECT detects the vulnerable code clone by matching the preprocessed code blocks in target project with the fingerprint, which is mapped to a bitmap so that can be identified efficiently. VFDETECT could maintain better performance and acquire higher robustness under multiple code modification methods such as variable renaming, code sequence changing and redundancy inserting, which is difficult to achieve in existing research work. Our results in real-world datasets detection demonstrate that it is of practical values.",,978-1-5090-5363-6,10.1109/ITOEC.2017.8122356,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8122356,vulnerability fingerprint;code clone;vulnerability detection,Cloning;Fingerprint recognition;Feature extraction;Linux;Kernel;Data structures,cryptography;public domain software;software maintenance,appropriate code blocks;VFDETECT;preprocessed code blocks;multiple code modification methods;code sequence;redundancy inserting;real-world datasets detection;vulnerable code clone detection system;vulnerability fingerprint;vulnerable code reuse;open source software;innovative fingerprint model;vulnerability code;high-efficiency methods;software security;hash function;bitmap,,14.0,,14.0,,30 Nov 2017,,,IEEE,IEEE Conferences
A function level Java code clone detection method,J. Yang; Y. Xiong; J. Ma,"School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; School of Computer Science, Beijing University of Posts and Telecommunications, Beijing, China; China Information Technology Security Evaluation Center, Beijing, China","2019 IEEE 4th Advanced Information Technology, Electronic and Automation Control Conference (IAEAC)",13 Feb 2020,2019,1,,2128,2134,"In this article, we mainly propose a method of function level code clone detection for Java language. The method includes a source code preprocessing strategy which unifies some Java grammatical features such as lambda expressions, anonymous classes and generics through code preprocessing. After the source code is preprocessed, the function extraction is performed to get all functions from source code, and then a filtering mechanism is carried out to filter out the useless comparing pairs with large difference in sequence length. Finally, we combine the longest common subsequence algorithm and the suffix array algorithm to perform the similarity calculation according to the size of the function. The experimental results in twenty open source software show that our method improves both accuracy and efficiency.",2381-0947,978-1-7281-1907-6,10.1109/IAEAC47372.2019.8998079,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8998079,code clone;function based code clone;Lambda;suffix array;code pretreatment,Cloning;Java;Grammar;Feature extraction;Syntactics;Filtering;Filtering algorithms,Java;public domain software;software engineering;source code (software),Java grammatical features;function extraction;open source software show;function level Java code clone detection method;Java language;source code preprocessing strategy,,,,28.0,,13 Feb 2020,,,IEEE,IEEE Conferences
A Large-Gap Clone Detection Approach Using Sequence Alignment via Dynamic Parameter Optimization,J. Liu; T. Wang; C. Feng; H. Wang; D. Li,"Science and Technology on Parallel and Distributed Processing Laboratory, College of Computer, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, College of Computer, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, College of Computer, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, College of Computer, National University of Defense Technology, Changsha, China; Science and Technology on Parallel and Distributed Processing Laboratory, College of Computer, National University of Defense Technology, Changsha, China",IEEE Access,23 Sep 2019,2019,7,,131270,131281,"Large-gap clones, a kind of clones that reuses code with many edits, are very common in software development practice and widespread in software systems. The detection of such clones is very crucial. However, due to a large number of edits, most of the current work fails to detect such clones effectively. This paper aims to find an effective approach for accurate detection of large-gap clones. We transform the code clone detection problem into a biological sequence alignment question and propose a novel approach that combines code fingerprint with sequence alignment. The sequence alignment is Smith-Waterman algorithm based, but shows significant improvements using dynamic parameter acquisition strategy. Furthermore, we design new rational criteria for clone identification. The proposed approach is automatically evaluated extensively by more than 10 million lines of code for general clones detection. We further conduct an empirical study on five large-scale Java projects to manually measure the approach for large-gap clones detection. The experimental results show that the proposed approach can effectively detect large-gap clones and exhibit good performance, and at the same time remains the competitiveness with existing advanced detection tools in detecting general clone detection.",2169-3536,,10.1109/ACCESS.2019.2940710,National Grand Research and Development Plan(grant numbers:2018YFB1004202); National Natural Science Foundation of China(grant numbers:61432020); Laboratory of Software Engineering for Complex Systems; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8834785,Code clone detection;dynamic parameter acquisition strategy;large-gap clone;sequence alignment,Cloning;Heuristic algorithms;Tools;Software systems;Transforms;Hash functions,dynamic programming;Java;optimisation;software maintenance,dynamic parameter acquisition strategy;clone identification;general clones detection;large-gap clones detection;detection tools;general clone detection;large-gap clone detection approach;dynamic parameter optimization;software development practice;code clone detection problem;biological sequence alignment question;code fingerprint;Java projects,,7.0,,43.0,CCBY,12 Sep 2019,,,IEEE,IEEE Journals
MSCCD: Grammar Pluggable Clone Detection Based on ANTLR Parser Generation,W. Zhu; N. Yoshida; T. Kamiya; E. Choi; H. Takada,"Nagoya University, Nagoya, Aichi, Japan; Nagoya University, Nagoya, Aichi, Japan; Shimane University, Matsue, Shimane, Japan; Kyoto Institute of Technology, Kyoto, Kyoto, Japan; Nagoya University, Nagoya, Aichi, Japan",2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),22 Jun 2022,2022,,,460,470,"For various reasons, programming languages continue to multiply and evolve. It has become necessary to have a multilingual clone detection tool that can easily expand supported programming languages and detect various code clones is needed. However, research on multilingual code clone detection has not received sufficient attention. In this study, we propose MSCCD (Multilingual Syntactic Code Clone Detector), a grammar pluggable code clone detection tool that uses a parser generator to generate a code block extractor for the target language. The extractor then extracts the semantic code blocks from a parse tree. MSCCD can detect Type-3 clones at various granularities. We evaluated MSCCD's language extensibility by applying MSCCD to 20 modern languages. Sixteen languages were perfectly supported, and the remaining four were provided with the same detection capabilities at the expense of execution time. We evaluated MSCCD's recall by using BigCloneEval and conducted a manual experiment to evaluate precision. MSCCD achieved equivalent detection performance equivalent to state-of-the-art tools.",2643-7171,978-1-4503-9298-3,10.1145/3524610.3529161,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796305,Code Clone;Parser Generator;Clone Detection;Syntactic Analysis;Programming Language,Computer languages;Codes;Semantics;Cloning;Manuals;Detectors;Syntactics,grammars;Java;program diagnostics;programming languages;public domain software;software maintenance,programming languages;multilingual clone detection tool;code clones;multilingual code clone detection;Multilingual Syntactic Code Clone Detector;grammar pluggable code clone detection tool;parser generator;code block extractor;target language;semantic code blocks;Type-3 clones;MSCCD's language extensibility;20 modern languages;sixteen languages;MSCCD's recall;equivalent detection performance equivalent;grammar pluggable Clone detection;ANTLR parser generation,,,,45.0,,22 Jun 2022,,,IEEE,IEEE Conferences
